Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 117.73534715585042400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(2, Cov A) = 5.83"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Wind, , "(2, Cov A, 46310) = 0.964"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Wind, , "(46310, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Wind, , "(2, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Wind, , "(2, <<998,998>>, Cov A) = 1.027"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Wind, , "(2, 8, Cov A) = 0.885"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Wind, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Wind, , "(2, Cov A, Masonry) = 0.92"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Wind, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Wind, , "(2, false, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Wind, , "(2, false, 1, <<1978,1978>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Wind, , "(2, Cov A, 1, null, <<25,25>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Wind, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Wind, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(2, false, false, true, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Wind, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 25.053
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Wind, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Wind, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Wind, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Wind, , "(2, false, Cov A, <<25,25>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(2, Cov A, 1, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Wind, , "(2, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Wind, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 117.7353000, ←, , CostData.BaseRate, , 117.7353
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Wind, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 117.7353, ←, , CostData.BaseRate, , 117.7353
, TermAmount, , , , , , , , , 117.74, ←, , CostData.BaseRate, , 117.7353
, , CONTINUE, , , , , , , , , R, , .01, , 117.74
Coverage C - Personal Property - Hurricane, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Hurricane (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Hurricane, , "(2, <<5,5>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Hurricane, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Hurricane, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Hurricane, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Hurricane, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 25.0530000000, ←, , table:PolicySizeRelativity.Hurricane, , "(2, 1000000, Cov A) = 25.053"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hurricane, , "(2, Heating, <<41,41>>, <<41,41>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Hurricane, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 0E-342, ←, , table:BaseRate.Hurricane, , "(2, Cov A) = 0"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hurricane, , "(2, Cov A, 46310) = 0.779"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hurricane, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hurricane, , "(46310, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hurricane, , "(2, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hurricane, , "(2, <<998,998>>, Cov A) = 1.027"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hurricane, , "(2, 8, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hurricane, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Hurricane, , "(2, Cov A, Masonry) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Hurricane, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Hurricane, , "(2, false, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Hurricane, , "(2, false, 1, <<1978,1978>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Hurricane, , "(2, Cov A, 1, null, <<25,25>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Hurricane, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hurricane, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hurricane, , "(2, Heating, <<41,41>>, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(2, false, false, true, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Hurricane, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 25.053
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hurricane, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hurricane, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Hurricane, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hurricane, , "(2, false, Cov A, <<25,25>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hurricane, , "(2, Cov A, 1, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hurricane, , "(2, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Hurricane, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 0E-7, ←, , CostData.BaseRate, , 0
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hurricane, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
, TermAmount, , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, , CONTINUE, , , , , , , , , R, , .01, , 0.00
Coverage C - Personal Property - Hail, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Hail (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Hail, , "(2, <<5,5>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Hail, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Hail, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Hail, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Hail, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 25.0530000000, ←, , table:PolicySizeRelativity.Hail, , "(2, 1000000, Cov A) = 25.053"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hail, , "(2, Heating, <<41,41>>, <<41,41>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Hail, , "(2, Max, Cov A) = 0.2"
, NFactor, , , , , , , , , 0E-10, ←, , table:ProtectiveDevices.Hail, , "(2, N, Cov A) = 0"
, AllDiscount, , , , , , , , , 0E-10, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0000000000, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 107.118653133048480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Hail, , "(2, Cov A) = 4.38"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hail, , "(2, Cov A, 46310) = 0.964"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hail, , "(46310, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hail, , "(2, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hail, , "(2, <<998,998>>, Cov A) = 1.005"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hail, , "(2, 8, Cov A) = 1.145"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hail, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Hail, , "(2, Cov A, Masonry) = 0.88"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Hail, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Hail, , "(2, false, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Hail, , "(2, false, 1, <<1978,1978>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Hail, , "(2, Cov A, 1, null, <<25,25>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Hail, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hail, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hail, , "(2, Heating, <<41,41>>, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hail, , "(2, false, false, true, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Hail, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 25.053
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hail, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hail, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Hail, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hail, , "(2, false, Cov A, <<25,25>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hail, , "(2, Cov A, 1, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hail, , "(2, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Hail, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 107.1187000, ←, , CostData.BaseRate, , 107.1187
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hail, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 107.1187, ←, , CostData.BaseRate, , 107.1187
, TermAmount, , , , , , , , , 107.12, ←, , CostData.BaseRate, , 107.1187
, , CONTINUE, , , , , , , , , R, , .01, , 107.12
Coverage C - Personal Property - Fire, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Fire (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Fire, , "(2, <<5,5>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Fire, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Fire, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Fire, , "(2, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Fire, , "(2, false) = 1"
, PolicySizeFactor, , , , , , , , , 18.9070000000, ←, , table:PolicySizeRelativity.Fire, , "(2, 1000000, Cov A) = 18.907"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Fire, , "(2, Heating, <<41,41>>, <<41,41>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Fire, , "(2, Max, Cov A) = 0.2"
, NFactor, , , , , , , , , 0E-10, ←, , table:ProtectiveDevices.Fire, , "(2, N, Cov A) = 0"
, AllDiscount, , , , , , , , , 0E-10, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0000000000, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 462.13871498977392000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(2, Cov A) = 57.54"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Fire, , "(2, Cov A, 46310) = 0.76"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Fire, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Fire, , "(46310, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Fire, , "(2, Other, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Fire, , "(2, <<998,998>>, Cov A) = 1.058"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Fire, , "(2, 8, Cov A) = 0.587"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Fire, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Fire, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Fire, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Fire, , "(2, Cov A, Masonry) = 0.9"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Fire, , "(2, false, <<41,41>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Fire, , "(2, false, 1, <<1978,1978>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Fire, , "(2, Cov A, 1, null, <<25,25>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(2, false, false, true, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Fire, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 18.907
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Fire, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Fire, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Fire, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(2, Cov A, 1, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Fire, , "(2, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Fire, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Fire, , "(2, false, Cov A, <<25,25>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 462.1387000, ←, , CostData.BaseRate, , 462.1387
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Fire, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 462.1387, ←, , CostData.BaseRate, , 462.1387
, TermAmount, , , , , , , , , 462.14, ←, , CostData.BaseRate, , 462.1387
, , CONTINUE, , , , , , , , , R, , .01, , 462.14
Coverage C - Personal Property - Water, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Water (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
