Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Liability, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Liability, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Liability, , "(1, true) = 1.1"
, PolicySizeFactor, , , , , , , , , 1.7090000000, ←, , table:PolicySizeRelativity.Liability, , "(1, 1000000, Cov A) = 1.709"
, ContentOnlyFactor, , , , , , , , , 1.089000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Liability, , "(<<1650,1650>>, Cov A, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Liability, , "(<<606,606>>) = 1.089"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Liability, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Liability, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Liability, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Liability, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Liability, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 165.1166109653208084660462690631680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Liability, , "(1, Cov A) = 48.88"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1.089
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Liability, , "(1, Cov A, 46899) = 1.128"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Liability, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 3.9405
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Liability, , "(1, Dairy, Cov A) = 1.1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Liability, , "(1, <<923,923>>, Cov A) = 0.448"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Liability, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Liability, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Liability, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Liability, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Liability, , "(1, false, <<19,19>>) = 1.06"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Liability, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Liability, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Liability, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Liability, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Liability, , "(1, false, false, true, false, false, false) = 0.969"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Liability, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1.1
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.709
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.8334
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Liability, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Liability, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Liability, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Liability, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Liability, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Liability, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Liability, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, BaseRate, , , , , , , , , 128.79094800000, ←, , CostData.BaseRate, , 165.1166
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, , 0.78
, BaseRate, , , , , , , , , 128.7909000, ←, , CostData.BaseRate, , 128.7909
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Liability, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 128.7909, ←, , CostData.BaseRate, , 128.7909
, TermAmount, , , , , , , , , 128.79, ←, , CostData.BaseRate, , 128.7909
, , CONTINUE, , , , , , , , , R, , .01, , 128.79
Coverage A - Dwelling - Other, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Other (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<8000,8000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Other, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Other, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Other, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Other, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 3.8460000000, ←, , table:PolicySizeRelativity.Other, , "(1, 1000000, Cov A) = 3.846"
, ContentOnlyFactor, , , , , , , , , 1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Other, , "(<<1650,1650>>, Cov A, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Other, , "(<<606,606>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Other, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Other, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Other, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Other, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Other, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 132.46595234685057469877452800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(1, Cov A) = 105.94"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Other, , "(1, Cov A, 46899) = 0.9"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Other, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Other, , "(1, <<923,923>>, Cov A) = 0.702"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Other, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Other, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Other, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Other, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Other, , "(1, false, <<19,19>>) = 1.038"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Other, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Other, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 1.04"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Other, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Other, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, true, false, false, false) = 0.97"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Other, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 3.846
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.504
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Other, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Other, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Other, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Other, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1.108"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Other, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Other, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, BaseRate, , , , , , , , , 132.4660000, ←, , CostData.BaseRate, , 132.466
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 132.4660, ←, , CostData.BaseRate, , 132.466
, TermAmount, , , , , , , , , 132.47, ←, , CostData.BaseRate, , 132.466
, , CONTINUE, , , , , , , , , R, , .01, , 132.47
Coverage A - Dwelling - Theft, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Theft (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Theft, , "(1, <<8000,8000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Theft, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Theft, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Theft, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Theft, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 2.8210000000, ←, , table:PolicySizeRelativity.Theft, , "(1, 1000000, Cov A) = 2.821"
, ContentOnlyFactor, , , , , , , , , 0.965000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Theft, , "(<<1650,1650>>, Cov A, 1) = 0.965"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Theft, , "(<<606,606>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Theft, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Theft, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Theft, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Theft, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Theft, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Theft, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Theft, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Theft, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 9.8036587223463315332505600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Theft, , "(1, Cov A) = 21.58"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 0.965
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Theft, , "(1, Cov A, 46899) = 0.665"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Theft, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Theft, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Theft, , "(1, Dairy, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Theft, , "(1, <<923,923>>, Cov A) = 0.578"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Theft, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Theft, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Theft, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Theft, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Theft, , "(1, false, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Theft, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Theft, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Theft, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Theft, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Theft, , "(1, false, false, true, false, false, false) = 0.927"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Theft, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 2.821
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.504
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Theft, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Theft, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Theft, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Theft, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Theft, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1.056"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Theft, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Theft, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 9.8037000, ←, , CostData.BaseRate, , 9.8037
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Theft, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 9.8037, ←, , CostData.BaseRate, , 9.8037
, TermAmount, , , , , , , , , 9.80, ←, , CostData.BaseRate, , 9.8037
, , CONTINUE, , , , , , , , , R, , .01, , 9.80
Coverage A - Dwelling - Water, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Water (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Water, , "(1, <<8000,8000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Water, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Water, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Water, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Water, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 2.7950000000, ←, , table:PolicySizeRelativity.Water, , "(1, 1000000, Cov A) = 2.795"
, ContentOnlyFactor, , , , , , , , , 0.923489424000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Water, , "(<<1650,1650>>, Cov A, 1) = 0.906"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Water, , "(<<606,606>>) = 1.053"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Water, , "(1, 1) = 0.968"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Water, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Water, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Water, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Water, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Water, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Water, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
